,event_people_assoc_id,event_id,person_id,person_role
13628,1640,954,1735.0,Owner
13629,1641,954,1736.0,Owner
13631,1642,955,1510.0,Owner
13632,1643,956,2694.0,Purchaser
13633,1644,957,1919.0,Purchaser
13636,1645,957,1920.0,Purchaser
13637,1646,958,1035.0,Owner
13638,1647,959,2347.0,Purchaser
13639,1648,960,2288.0,Purchaser
13641,1649,960,2289.0,Purchaser
13642,1650,960,2290.0,Purchaser
13643,1651,961,2821.0,Owner
13644,1652,962,1935.0,Purchaser
13646,1653,962,1936.0,Purchaser
13647,1654,962,1937.0,Purchaser
13648,1655,963,2631.0,Purchaser
13651,1656,963,2632.0,Purchaser
13652,1657,964,1185.0,Owner
13653,1658,965,2652.0,Owner
13654,1659,966,2529.0,Purchaser
13655,1660,966,2530.0,Purchaser
13656,1661,966,2531.0,Purchaser
13658,1662,967,2221.0,Purchaser
13659,1663,967,2222.0,Purchaser
13661,1664,967,2223.0,Purchaser
13662,1665,968,1214.0,Owner
13707,1666,968,1215.0,Owner
13712,1667,968,1216.0,Owner
13714,1668,968,1217.0,Owner
13715,1669,969,1485.0,Owner
13738,1670,969,1486.0,Owner
13739,1671,969,1487.0,Owner
13740,1672,969,1488.0,Owner
13741,1673,969,1489.0,Owner
13742,1674,969,1490.0,Owner
13748,1675,970,1275.0,Purchaser
13750,1676,970,1276.0,Purchaser
13752,1677,971,1322.0,Purchaser
13753,1678,971,1323.0,Purchaser
13756,1679,972,2978.0,Owner
13758,1680,972,2979.0,Owner
13759,1681,972,2980.0,Owner
13760,1682,972,2981.0,Owner
13762,1683,972,2982.0,Owner
13770,1684,973,293.0,Owner
13775,1685,973,294.0,Owner
13776,1686,973,295.0,Owner
13779,1687,973,296.0,Owner
13780,1688,974,3078.0,Purchaser
13781,1689,975,169.0,Purchaser
13782,1690,976,2978.0,Owner
13784,1691,976,2979.0,Owner
13785,1692,976,2980.0,Owner
13786,1693,976,2981.0,Owner
13788,1694,976,2982.0,Owner
13796,1695,977,293.0,Owner
13801,1696,977,294.0,Owner
13802,1697,977,295.0,Owner
13805,1698,977,296.0,Owner
13806,1699,978,2669.0,Purchaser
13809,1700,978,2670.0,Purchaser
13810,1701,979,2841.0,Purchaser
13811,1702,980,1942.0,Owner
13812,1703,980,1943.0,Owner
13813,1704,980,1944.0,Owner
13849,1705,981,636.0,Owner
13867,1706,982,1994.0,Purchaser
13870,1707,982,1995.0,Purchaser
13876,1708,983,1264.0,Purchaser
13877,1709,984,1894.0,Owner
13878,1710,985,2392.0,Owner
13879,1711,986,2727.0,Owner
13880,1712,987,701.0,Owner
13881,1713,988,3135.0,Owner
13882,1714,989,5.0,Owner
13883,1715,990,279.0,Owner
13884,1716,991,685.0,Owner
13885,1717,992,3081.0,Owner
13886,1718,993,63.0,Purchaser
13887,1719,994,761.0,Purchaser
13888,1720,994,762.0,Purchaser
13891,1721,995,2610.0,Owner
13892,1722,995,2611.0,Owner
13893,1723,995,2612.0,Owner
13894,1724,995,2613.0,Owner
13901,1725,996,2962.0,Purchaser
13902,1726,996,2963.0,Purchaser
13903,1727,996,2964.0,Purchaser
13905,1728,997,2632.0,Purchaser
13906,1729,998,1316.0,Owner
13907,1730,999,2263.0,Owner
13909,1731,1000,769.0,Purchaser
13910,1732,1001,54.0,Purchaser
13911,1733,1002,2666.0,Owner
13912,1734,1003,841.0,Purchaser
13914,1735,1003,842.0,Purchaser
13916,1736,1004,3044.0,Purchaser
13918,1737,1004,3045.0,Purchaser
13919,1738,1004,3046.0,Purchaser
13921,1739,1005,181.0,Purchaser
13925,1740,1006,1734.0,Owner
13927,1741,1006,1735.0,Owner
13928,1742,1006,1736.0,Owner
13930,1743,1007,1506.0,Owner
13931,1744,1007,1507.0,Owner
13932,1745,1007,1508.0,Owner
13933,1746,1007,1509.0,Owner
13934,1747,1007,1510.0,Owner
13935,1748,1008,1888.0,Purchaser
13936,1749,1008,1889.0,Purchaser
13937,1750,1008,1890.0,Purchaser
13939,1751,1009,1734.0,Owner
13941,1752,1009,1735.0,Owner
13942,1753,1009,1736.0,Owner
13944,1754,1010,1506.0,Owner
13945,1755,1010,1507.0,Owner
13946,1756,1010,1508.0,Owner
13947,1757,1010,1509.0,Owner
13948,1758,1010,1510.0,Owner
13949,1759,1011,105.0,Purchaser
13950,1760,1011,106.0,Purchaser
13951,1761,1011,107.0,Purchaser
13953,1762,1012,2657.0,Owner
13954,1763,1013,1208.0,Owner
13955,1764,1014,97.0,Purchaser
13958,1765,1014,98.0,Purchaser
13959,1766,1015,2594.0,Purchaser
13961,1767,1015,2595.0,Purchaser
13962,1768,1015,2596.0,Purchaser
13963,1769,1016,2978.0,Owner
13965,1770,1016,2979.0,Owner
13966,1771,1016,2980.0,Owner
13967,1772,1016,2981.0,Owner
13969,1773,1016,2982.0,Owner
13977,1774,1017,293.0,Owner
13982,1775,1017,294.0,Owner
13983,1776,1017,295.0,Owner
13986,1777,1017,296.0,Owner
13987,1778,1018,1550.0,Purchaser
13988,1779,1018,1551.0,Purchaser
13990,1780,1018,1552.0,Purchaser
13991,1781,1019,2359.0,Purchaser
13992,1782,1020,3143.0,Owner
13993,1783,1020,3144.0,Owner
13994,1784,1020,3145.0,Owner
13996,1785,1021,2218.0,Owner
13997,1786,1021,2219.0,Owner
13998,1787,1021,2220.0,Owner
13999,1788,1021,2221.0,Owner
14000,1789,1022,2729.0,Purchaser
14001,1790,1023,2183.0,Purchaser
14002,1791,1024,2206.0,Owner
14003,1792,1025,1908.0,Purchaser
14006,1793,1025,1909.0,Purchaser
14010,1794,1026,3075.0,Owner
14011,1795,1026,3076.0,Owner
14015,1796,1027,1038.0,Owner
14016,1797,1028,3094.0,Purchaser
14020,1798,1029,2454.0,Purchaser
14023,1799,1029,2455.0,Purchaser
14024,1800,1030,1023.0,Owner
14025,1801,1031,274.0,Owner
14026,1802,1032,3094.0,Owner
14027,1803,1033,717.0,Owner
14028,1804,1034,2498.0,Purchaser
14029,1805,1035,1161.0,Owner
14030,1806,1036,331.0,Purchaser
14031,1807,1037,1210.0,Owner
14033,1808,1038,3058.0,Purchaser
14034,1809,1039,87.0,Purchaser
14035,1810,1039,88.0,Purchaser
14038,1811,1040,1584.0,Trustee
14061,1812,1040,1585.0,Trustee
14064,1813,1040,1586.0,Trustee
14065,1814,1040,1587.0,Trustee
14066,1815,1040,1588.0,Trustee
14067,1816,1040,1589.0,Trustee
14069,1817,1040,1590.0,Trustee
14071,1818,1041,443.0,Purchaser
14073,1819,1042,2013.0,Purchaser
14074,1820,1042,2014.0,Purchaser
14075,1821,1042,2015.0,Purchaser
14076,1822,1042,2016.0,Purchaser
14078,1823,1043,1796.0,Owner
14079,1824,1044,2462.0,Owner
14080,1825,1045,38.0,Purchaser
14081,1826,1046,64.0,Purchaser
14082,1827,1046,65.0,Purchaser
14085,1828,1047,535.0,Owner
14102,1829,1047,536.0,Owner
14103,1830,1047,537.0,Owner
14104,1831,1047,538.0,Owner
14106,1832,1048,1057.0,Purchaser
14107,1833,1049,862.0,Purchaser
14109,1834,1049,863.0,Purchaser
14111,1835,1050,1815.0,Owner
14112,1836,1051,502.0,Owner
14113,1837,1052,2626.0,Purchaser
14116,1838,1052,2627.0,Purchaser
14120,1839,1053,2200.0,Purchaser
14121,1840,1053,2201.0,Purchaser
14122,1841,1053,2202.0,Purchaser
14123,1842,1053,2203.0,Purchaser
14124,1843,1054,1212.0,Owner
14125,1844,1055,555.0,Heir
14128,1845,1056,2703.0,Heir
14130,1846,1056,2704.0,Heir
14132,1847,1057,1996.0,Heir
14133,1848,1058,1210.0,Heir
14135,1849,1058,1211.0,Heir
14136,1850,1058,1212.0,Heir
14137,1851,1059,1890.0,Heir
14138,1852,1060,1400.0,Heir
14142,1853,1061,2723.0,Heir
14144,1854,1061,2724.0,Heir
14145,1855,1061,2725.0,Heir
14146,1856,1062,1583.0,Owner
14147,1857,1063,1513.0,Owner
14148,1858,1064,1561.0,Purchaser
14151,1859,1064,1562.0,Purchaser
14152,1860,1065,1746.0,Owner
14154,1861,1066,2546.0,Purchaser
14155,1862,1067,2234.0,Owner
14156,1863,1068,649.0,Owner
14157,1864,1069,1519.0,Purchaser
14158,1865,1069,1520.0,Purchaser
14159,1866,1070,1817.0,Purchaser
14160,1867,1070,1818.0,Purchaser
14161,1868,1070,1819.0,Purchaser
14163,1869,1071,1327.0,Owner
14164,1870,1072,2259.0,Purchaser
14166,1871,1073,3001.0,Owner
14167,1872,1074,1746.0,Owner
14169,1873,1075,1441.0,Purchaser
14170,1874,1076,2072.0,Purchaser
14171,1875,1076,2073.0,Purchaser
14172,1876,1076,2074.0,Purchaser
14174,1877,1077,2687.0,Owner
14175,1878,1078,759.0,Purchaser
14176,1879,1078,760.0,Purchaser
14179,1880,1079,969.0,Purchaser
14181,1881,1079,970.0,Purchaser
14182,1882,1079,971.0,Purchaser
14183,1883,1080,2799.0,Owner
14184,1884,1081,2397.0,Owner
14185,1885,1082,1355.0,Purchaser
14188,1886,1082,1356.0,Purchaser
14189,1887,1083,1897.0,Purchaser
14190,1888,1084,2958.0,Trustee
14191,1889,1085,1556.0,Owner
14192,1890,1086,1680.0,Owner
14193,1891,1087,861.0,Owner
14194,1892,1088,645.0,Purchaser
14198,1893,1088,646.0,Purchaser
14201,1894,1088,647.0,Purchaser
14202,1895,1089,404.0,Purchaser
14205,1896,1089,405.0,Purchaser
14206,1897,1090,1242.0,Owner
14218,1898,1090,1243.0,Owner
14222,1899,1090,1244.0,Owner
14223,1900,1091,1097.0,Purchaser
14225,1901,1091,1098.0,Purchaser
14226,1902,1091,1099.0,Purchaser
14227,1903,1092,2296.0,Owner
14228,1904,1093,1504.0,Owner
14229,1905,1094,2370.0,Purchaser
14230,1906,1094,2371.0,Purchaser
14232,1907,1094,2372.0,Purchaser
14233,1908,1095,2914.0,Purchaser
14234,1909,1095,2915.0,Purchaser
14235,1910,1095,2916.0,Purchaser
14237,1911,1096,512.0,Agent
14238,1912,1096,513.0,Agent
14239,1913,1097,2962.0,Purchaser
14240,1914,1098,1899.0,Purchaser
14241,1915,1098,1900.0,Purchaser
14244,1916,1099,978.0,Trustee
14245,1917,1100,1304.0,Purchaser
14249,1918,1101,1689.0,Purchaser
14253,1919,1102,905.0,Owner
14254,1920,1103,136.0,Owner
14255,1921,1104,1724.0,Purchaser
14256,1922,1104,1725.0,Purchaser
14259,1923,1105,2482.0,Owner
14260,1924,1106,479.0,Purchaser
14272,1925,1106,480.0,Purchaser
14273,1926,1106,481.0,Purchaser
14276,1927,1107,2118.0,Owner
14277,1928,1108,3019.0,Owner
14278,1929,1109,1351.0,Owner
14279,1930,1110,1220.0,Purchaser
14281,1931,1111,971.0,Purchaser
14282,1932,1112,1396.0,Owner
14283,1933,1113,2540.0,Purchaser
14284,1934,1113,2541.0,Purchaser
14285,1935,1113,2542.0,Purchaser
14286,1936,1113,2543.0,Purchaser
14290,1937,1114,1131.0,Purchaser
14295,1938,1114,1132.0,Purchaser
14297,1939,1115,661.0,Owner
14298,1940,1116,222.0,Owner
14299,1941,1116,223.0,Owner
14300,1942,1116,224.0,Owner
14302,1943,1117,1454.0,Purchaser
14305,1944,1117,1455.0,Purchaser
14306,1945,1118,2565.0,Purchaser
14307,1946,1118,2566.0,Purchaser
14309,1947,1118,2567.0,Purchaser
14310,1948,1119,890.0,Owner
14311,1949,1120,2583.0,Purchaser
14312,1950,1121,750.0,Owner
14313,1951,1122,1045.0,Owner
14314,1952,1122,1046.0,Owner
14315,1953,1123,1672.0,Owner
14316,1954,1124,2077.0,Purchaser
14317,1955,1125,2969.0,Owner
14318,1956,1126,732.0,Owner
14319,1957,1127,3051.0,Purchaser
14320,1958,1127,3052.0,Purchaser
14321,1959,1127,3053.0,Purchaser
14323,1960,1128,2770.0,Purchaser
14324,1961,1128,2771.0,Purchaser
14325,1962,1128,2772.0,Purchaser
14326,1963,1128,2773.0,Purchaser
14327,1964,1129,14.0,Owner
14328,1965,1130,1574.0,Purchaser
14337,1966,1131,2725.0,Owner
14340,1967,1131,2726.0,Owner
14342,1968,1132,2680.0,Purchaser
14343,1969,1132,2681.0,Purchaser
14345,1970,1132,2682.0,Purchaser
14347,1971,1133,2867.0,Owner
14349,1972,1134,400.0,Owner
14350,1973,1135,2385.0,Purchaser
14351,1974,1135,2386.0,Purchaser
14352,1975,1135,2387.0,Purchaser
14367,1976,1136,3047.0,Owner
14368,1977,1137,3128.0,Purchaser
14369,1978,1138,759.0,Owner
14370,1979,1139,323.0,Owner
14371,1980,1140,1386.0,Purchaser
14372,1981,1141,620.0,Purchaser
14373,1982,1142,2663.0,Owner
14374,1983,1143,1252.0,Owner
14375,1984,1144,2227.0,Purchaser
14377,1985,1144,2228.0,Purchaser
14378,1986,1144,2229.0,Purchaser
14379,1987,1145,1977.0,Purchaser
14380,1988,1145,1978.0,Purchaser
14381,1989,1145,1979.0,Purchaser
14382,1990,1145,1980.0,Purchaser
14383,1991,1146,1082.0,Owner
14384,1992,1147,2491.0,Purchaser
14392,1993,1148,1890.0,Purchaser
14393,1994,1148,1891.0,Purchaser
14394,1995,1148,1892.0,Purchaser
14400,1996,1149,202.0,Owner
14401,1997,1150,2978.0,Purchaser
14403,1998,1150,2979.0,Purchaser
14404,1999,1150,2980.0,Purchaser
14405,2000,1150,2981.0,Purchaser
14407,2001,1150,2982.0,Purchaser
14415,2002,1151,293.0,Purchaser
14420,2003,1151,294.0,Purchaser
14421,2004,1151,295.0,Purchaser
14424,2005,1151,296.0,Purchaser
14425,2006,1152,1942.0,Purchaser
14426,2007,1152,1943.0,Purchaser
14427,2008,1152,1944.0,Purchaser
14463,2009,1153,633.0,Purchaser
14467,2010,1153,634.0,Purchaser
14469,2011,1153,635.0,Purchaser
14471,2012,1153,636.0,Purchaser
14474,2013,1154,1826.0,Owner
14475,2014,1155,2134.0,Purchaser
14476,2015,1156,1604.0,Purchaser
14477,2016,1156,1605.0,Purchaser
14480,2017,1157,2509.0,Trustee
14482,2018,1158,1720.0,Purchaser
14483,2019,1158,1721.0,Purchaser
14484,2020,1158,1722.0,Purchaser
14486,2021,1159,2651.0,Purchaser
14489,2022,1159,2652.0,Purchaser
14490,2023,1160,2509.0,Trustee
14492,2024,1161,2101.0,Purchaser
14493,2025,1161,2102.0,Purchaser
14494,2026,1161,2103.0,Purchaser
14500,2027,1162,2101.0,Owner
14501,2028,1162,2102.0,Owner
14502,2029,1162,2103.0,Owner
14508,2030,1163,482.0,Purchaser
14513,2031,1163,483.0,Purchaser
14514,2032,1163,484.0,Purchaser
14515,2033,1163,485.0,Purchaser
14518,2034,1164,2576.0,Owner
14519,2035,1165,2835.0,Owner
14520,2036,1166,1574.0,Purchaser
14521,2037,1167,1069.0,Owner
14522,2038,1167,1070.0,Owner
14523,2039,1168,68.0,Owner
14524,2040,1168,69.0,Owner
14526,2041,1169,2870.0,Purchaser
14527,2042,1170,1785.0,Purchaser
14528,2043,1171,1090.0,Owner
14529,2044,1172,456.0,Purchaser
14532,2045,1173,3062.0,Purchaser
14533,2046,1174,54.0,Owner
14536,2047,1175,122.0,Owner
14538,2048,1176,9.0,Purchaser
14553,2049,1177,332.0,Owner
14564,2050,1177,333.0,Owner
14565,2051,1177,334.0,Owner
14569,2052,1178,781.0,Owner
14574,2053,1178,782.0,Owner
14576,2054,1178,783.0,Owner
14580,2055,1178,784.0,Owner
14581,2056,1178,785.0,Owner
14582,2057,1179,1140.0,Purchaser
14583,2058,1180,1166.0,Owner
14585,2059,1181,436.0,Trustee
14590,2060,1181,437.0,Trustee
14595,2061,1182,2301.0,Trustee
14596,2062,1182,2302.0,Trustee
14597,2063,1182,2303.0,Trustee
14598,2064,1182,2304.0,Trustee
14605,2065,1183,332.0,Owner
14616,2066,1183,333.0,Owner
14617,2067,1183,334.0,Owner
14621,2068,1184,781.0,Owner
14626,2069,1184,782.0,Owner
14628,2070,1184,783.0,Owner
14632,2071,1184,784.0,Owner
14633,2072,1184,785.0,Owner
14634,2073,1185,3118.0,Purchaser
14637,2074,1185,3119.0,Purchaser
14639,2075,1185,3120.0,Purchaser
14640,2076,1185,3121.0,Purchaser
14641,2077,1185,3122.0,Purchaser
14642,2078,1186,243.0,Purchaser
14643,2079,1186,244.0,Purchaser
14647,2080,1187,332.0,Owner
14658,2081,1187,333.0,Owner
14659,2082,1187,334.0,Owner
14663,2083,1188,781.0,Owner
14668,2084,1188,782.0,Owner
14670,2085,1188,783.0,Owner
14674,2086,1188,784.0,Owner
14675,2087,1188,785.0,Owner
14676,2088,1189,2286.0,Purchaser
14677,2089,1189,2287.0,Purchaser
14679,2090,1189,2288.0,Purchaser
14680,2091,1190,332.0,Owner
14691,2092,1190,333.0,Owner
14692,2093,1190,334.0,Owner
14696,2094,1191,781.0,Owner
14701,2095,1191,782.0,Owner
14703,2096,1191,783.0,Owner
14707,2097,1191,784.0,Owner
14708,2098,1191,785.0,Owner
14709,2099,1192,1739.0,Purchaser
14710,2100,1193,938.0,Purchaser
14713,2101,1193,939.0,Purchaser
14716,2102,1194,1888.0,Owner
14717,2103,1195,2288.0,Purchaser
14718,2104,1196,963.0,Purchaser
14724,2105,1196,964.0,Purchaser
14726,2106,1197,332.0,Owner
14737,2107,1197,333.0,Owner
14738,2108,1197,334.0,Owner
14742,2109,1198,963.0,Purchaser
14748,2110,1198,964.0,Purchaser
14750,2111,1199,335.0,Owner
14751,2112,1200,515.0,Purchaser
14752,2113,1201,1913.0,Purchaser
14754,2114,1201,1914.0,Purchaser
14755,2115,1201,1915.0,Purchaser
14756,2116,1202,1275.0,Owner
14758,2117,1203,1230.0,Owner
14759,2118,1204,332.0,Purchaser
14770,2119,1204,333.0,Purchaser
14771,2120,1204,334.0,Purchaser
14775,2121,1205,781.0,Purchaser
14780,2122,1205,782.0,Purchaser
14782,2123,1205,783.0,Purchaser
14786,2124,1205,784.0,Purchaser
14787,2125,1205,785.0,Purchaser
14788,2126,1206,332.0,Owner
14799,2127,1206,333.0,Owner
14800,2128,1206,334.0,Owner
14804,2129,1207,781.0,Owner
14809,2130,1207,782.0,Owner
14811,2131,1207,783.0,Owner
14815,2132,1207,784.0,Owner
14816,2133,1207,785.0,Owner
14817,2134,1208,2433.0,Purchaser
14820,2135,1208,2434.0,Purchaser
14824,2136,1209,2047.0,Purchaser
14825,2137,1209,2048.0,Purchaser
14827,2138,1209,2049.0,Purchaser
14828,2139,1210,332.0,Owner
14839,2140,1210,333.0,Owner
14840,2141,1210,334.0,Owner
14844,2142,1211,781.0,Owner
14849,2143,1211,782.0,Owner
14851,2144,1211,783.0,Owner
14855,2145,1211,784.0,Owner
14856,2146,1211,785.0,Owner
14857,2147,1212,1593.0,Purchaser
14858,2148,1213,1921.0,Purchaser
14859,2149,1214,1366.0,Owner
14861,2150,1215,868.0,Owner
14862,2151,1215,869.0,Owner
14863,2152,1216,3084.0,Purchaser
14864,2153,1217,1366.0,Owner
14866,2154,1218,868.0,Owner
14867,2155,1218,869.0,Owner
14868,2156,1219,1617.0,Purchaser
14870,2157,1219,1618.0,Purchaser
14872,2158,1220,206.0,Purchaser
14875,2159,1220,207.0,Purchaser
14876,2160,1221,948.0,Owner
14877,2161,1222,1859.0,Owner
14878,2162,1223,586.0,Purchaser
14882,2163,1224,1734.0,Purchaser
14883,2164,1225,896.0,Owner
14890,2165,1225,897.0,Owner
14891,2166,1225,898.0,Owner
14892,2167,1226,1689.0,Owner
14894,2168,1226,1690.0,Owner
14898,2169,1226,1691.0,Owner
14900,2170,1227,996.0,Purchaser
14906,2171,1227,997.0,Purchaser
14908,2172,1228,2450.0,Purchaser
14909,2173,1228,2451.0,Purchaser
14910,2174,1229,1418.0,Owner
14911,2175,1230,962.0,Owner
14912,2176,1231,2375.0,Purchaser
14915,2177,1231,2376.0,Purchaser
14916,2178,1232,2313.0,Purchaser
14917,2179,1232,2314.0,Purchaser
14919,2180,1232,2315.0,Purchaser
14920,2181,1233,317.0,Owner
14921,2182,1234,482.0,Purchaser
14922,2183,1235,1380.0,Owner
14923,2184,1235,1381.0,Owner
14924,2185,1235,1382.0,Owner
14925,2186,1236,1573.0,Owner
14928,2187,1237,821.0,Purchaser
14931,2188,1238,1942.0,Owner
14932,2189,1238,1943.0,Owner
14933,2190,1238,1944.0,Owner
14969,2191,1239,636.0,Owner
14987,2192,1240,1611.0,Purchaser
14990,2193,1240,1612.0,Purchaser
14991,2194,1240,1613.0,Purchaser
14992,2195,1240,1614.0,Purchaser
14993,2196,1240,1615.0,Purchaser
14994,2197,1240,1616.0,Purchaser
14996,2198,1240,1617.0,Purchaser
14997,2199,1241,346.0,Purchaser
14999,2200,1241,347.0,Purchaser
15000,2201,1241,348.0,Purchaser
15001,2202,1241,349.0,Purchaser
15004,2203,1242,360.0,Owner
15005,2204,1243,1885.0,Purchaser
15006,2205,1243,1886.0,Purchaser
15007,2206,1243,1887.0,Purchaser
15009,2207,1244,1380.0,Owner
15010,2208,1244,1381.0,Owner
15011,2209,1244,1382.0,Owner
15012,2210,1245,1573.0,Owner
15015,2211,1246,821.0,Purchaser
15018,2212,1247,794.0,Owner
15020,2213,1248,346.0,Purchaser
15022,2214,1249,1380.0,Owner
15023,2215,1249,1381.0,Owner
15024,2216,1249,1382.0,Owner
15025,2217,1250,1573.0,Owner
15028,2218,1251,821.0,Purchaser
15031,2219,1252,2166.0,Owner
15032,2220,1253,2182.0,Purchaser
15035,2221,1253,2183.0,Purchaser
15036,2222,1254,202.0,Owner
15037,2223,1255,389.0,Purchaser
15046,2224,1255,390.0,Purchaser
15048,2225,1256,2975.0,Trustee
15049,2226,1256,2976.0,Trustee
15050,2227,1256,2977.0,Trustee
15054,2228,1257,535.0,Purchaser
15071,2229,1257,536.0,Purchaser
15072,2230,1257,537.0,Purchaser
15073,2231,1257,538.0,Purchaser
15075,2232,1258,389.0,Owner
15084,2233,1258,390.0,Owner
15086,2234,1259,203.0,Owner
15087,2235,1260,3136.0,Owner
15088,2236,1261,2440.0,Owner
15089,2237,1262,389.0,Owner
15090,2238,1263,3094.0,Owner
15091,2239,1264,2713.0,Owner
15092,2240,1265,109.0,Purchaser
15093,2241,1266,2730.0,Owner
15094,2242,1267,760.0,Owner
15095,2243,1268,214.0,Purchaser
15099,2244,1269,1865.0,Purchaser
15101,2245,1270,653.0,Owner
15103,2246,1270,654.0,Owner
15107,2247,1271,2009.0,Purchaser
15109,2248,1271,2010.0,Purchaser
15110,2249,1271,2011.0,Purchaser
15111,2250,1272,1846.0,Owner
15112,2251,1273,677.0,Owner
15113,2252,1274,535.0,Purchaser
15130,2253,1274,536.0,Purchaser
15131,2254,1274,537.0,Purchaser
15132,2255,1274,538.0,Purchaser
15134,2256,1275,134.0,Owner
15135,2257,1276,2872.0,Purchaser
15136,2258,1277,923.0,Purchaser
15137,2259,1277,924.0,Purchaser
15138,2260,1277,925.0,Purchaser
15139,2261,1277,926.0,Purchaser
15140,2262,1278,3041.0,Owner
15141,2263,1279,1609.0,Purchaser
15144,2264,1279,1610.0,Purchaser
15145,2265,1280,2283.0,Purchaser
15146,2266,1280,2284.0,Purchaser
15147,2267,1280,2285.0,Purchaser
15148,2268,1280,2286.0,Purchaser
15149,2269,1281,1906.0,Purchaser
15152,2270,1281,1907.0,Purchaser
15153,2271,1282,366.0,Owner
15154,2272,1283,629.0,Owner
15155,2273,1284,479.0,Purchaser
15167,2274,1284,480.0,Purchaser
15168,2275,1284,481.0,Purchaser
15171,2276,1285,2659.0,Owner
15172,2277,1285,2660.0,Owner
15173,2278,1285,2661.0,Owner
15174,2279,1285,2662.0,Owner
15191,2280,1286,2125.0,Owner
15192,2281,1286,2126.0,Owner
15193,2282,1286,2127.0,Owner
15204,2283,1287,1299.0,Purchaser
15206,2284,1287,1300.0,Purchaser
15208,2285,1288,746.0,Purchaser
15209,2286,1288,747.0,Purchaser
15210,2287,1288,748.0,Purchaser
15211,2288,1288,749.0,Purchaser
15212,2289,1289,900.0,Owner
15213,2290,1290,1885.0,Owner
15214,2291,1291,2174.0,Purchaser
15216,2292,1291,2175.0,Purchaser
15217,2293,1291,2176.0,Purchaser
15218,2294,1292,1730.0,Owner
15219,2295,1293,10.0,Owner
15220,2296,1294,2468.0,Purchaser
15221,2297,1295,108.0,Owner
15222,2298,1295,109.0,Owner
15223,2299,1296,1620.0,Owner
15224,2300,1296,1621.0,Owner
15225,2301,1297,2561.0,Purchaser
15227,2302,1298,1478.0,Purchaser
15228,2303,1298,1479.0,Purchaser
15229,2304,1299,1358.0,Purchaser
15230,2305,1299,1359.0,Purchaser
15231,2306,1300,162.0,Purchaser
15232,2307,1300,163.0,Purchaser
15233,2308,1301,1514.0,Purchaser
15235,2309,1302,2176.0,Owner
15236,2310,1303,818.0,Owner
15237,2311,1304,2385.0,Purchaser
15238,2312,1304,2386.0,Purchaser
15239,2313,1304,2387.0,Purchaser
15254,2314,1305,917.0,Owner
15255,2315,1306,2808.0,Purchaser
15256,2316,1307,1294.0,Owner
15257,2317,1308,2450.0,Purchaser
15258,2318,1309,896.0,Owner
15265,2319,1309,897.0,Owner
15266,2320,1309,898.0,Owner
15267,2321,1310,1689.0,Owner
15269,2322,1310,1690.0,Owner
15273,2323,1310,1691.0,Owner
15275,2324,1311,3042.0,Purchaser
15277,2325,1311,3043.0,Purchaser
15279,2326,1312,1431.0,Owner
15280,2327,1313,1971.0,Owner
15281,2328,1314,164.0,Purchaser
15282,2329,1315,2970.0,Owner
15285,2330,1315,2971.0,Owner
15286,2331,1315,2972.0,Owner
15287,2332,1315,2973.0,Owner
15288,2333,1315,2974.0,Owner
15298,2334,1316,2362.0,Owner
15300,2335,1317,1128.0,Purchaser
15302,2336,1317,1129.0,Purchaser
15303,2337,1317,1130.0,Purchaser
15304,2338,1318,2266.0,Purchaser
15306,2339,1318,2267.0,Purchaser
15307,2340,1318,2268.0,Purchaser
15308,2341,1319,2925.0,Owner
15309,2342,1319,2926.0,Owner
15310,2343,1320,932.0,Purchaser
15311,2344,1320,933.0,Purchaser
15312,2345,1320,934.0,Purchaser
15313,2346,1320,935.0,Purchaser
15314,2347,1321,2615.0,Purchaser
15317,2348,1321,2616.0,Purchaser
15318,2349,1322,2211.0,Owner
15319,2350,1322,2212.0,Owner
15320,2351,1322,2213.0,Owner
15321,2352,1322,2214.0,Owner
15335,2353,1323,136.0,Owner
15344,2354,1323,137.0,Owner
15346,2355,1323,138.0,Owner
15347,2356,1323,139.0,Owner
15350,2357,1324,326.0,Purchaser
15351,2358,1325,2461.0,Owner
15352,2359,1325,2462.0,Owner
15353,2360,1326,792.0,Owner
15354,2361,1327,535.0,Purchaser
15371,2362,1327,536.0,Purchaser
15372,2363,1327,537.0,Purchaser
15373,2364,1327,538.0,Purchaser
15375,2365,1328,1997.0,Owner
15376,2366,1329,1035.0,Purchaser
15379,2367,1329,1036.0,Purchaser
15381,2368,1330,2343.0,Owner
15383,2369,1331,2739.0,Purchaser
15386,2370,1331,2740.0,Purchaser
15387,2371,1332,2244.0,Purchaser
15390,2372,1332,2245.0,Purchaser
15391,2373,1333,827.0,Heir
15392,2374,1334,2938.0,Heir
15393,2375,1335,913.0,Heir
15394,2376,1335,914.0,Heir
15395,2377,1335,915.0,Heir
15397,2378,1336,1161.0,Purchaser
15399,2379,1336,1162.0,Purchaser
15400,2380,1336,1163.0,Purchaser
15401,2381,1337,921.0,Purchaser
15402,2382,1337,922.0,Purchaser
15403,2383,1337,923.0,Purchaser
15405,2384,1338,1383.0,Owner
15407,2385,1338,1384.0,Owner
15408,2386,1339,779.0,Owner
15409,2387,1340,450.0,Purchaser
15411,2388,1340,451.0,Purchaser
15413,2389,1341,2024.0,Purchaser
15416,2390,1341,2025.0,Purchaser
15417,2391,1342,653.0,Owner
15419,2392,1343,911.0,Heir
