,event_people_assoc_id,event_id,person_id,person_role
0,1,1,9.0,Owner
15,2,2,881.0,Owner
16,3,3,2876.0,Purchaser
17,4,3,2877.0,Purchaser
20,5,4,1203.0,Purchaser
24,6,5,3080.0,Owner
25,7,6,1800.0,Purchaser
26,8,7,51.0,Owner
27,9,7,52.0,Owner
31,10,7,53.0,Owner
32,11,7,54.0,Owner
39,12,8,123.0,Owner
43,13,8,124.0,Owner
45,14,9,1171.0,Purchaser
46,15,10,324.0,Owner
48,16,11,1157.0,Purchaser
49,17,11,1158.0,Purchaser
50,18,12,324.0,Owner
52,19,13,1157.0,Purchaser
53,20,13,1158.0,Purchaser
54,21,14,1227.0,Owner
55,22,15,2348.0,Purchaser
56,23,15,2349.0,Purchaser
57,24,15,2350.0,Purchaser
58,25,16,1191.0,Purchaser
59,26,17,1567.0,Owner
60,27,18,2357.0,Owner
63,28,18,2358.0,Owner
64,29,19,1196.0,Purchaser
65,30,20,543.0,Purchaser
66,31,21,1282.0,Owner
67,32,22,2235.0,Heir
69,33,22,2236.0,Heir
70,34,22,2237.0,Heir
71,35,23,2847.0,Heir
72,36,23,2848.0,Heir
73,37,23,2849.0,Heir
74,38,23,2850.0,Heir
75,39,24,678.0,Heir
76,40,25,2002.0,Heir
77,41,26,1646.0,Heir
78,42,27,1410.0,Heir
79,43,28,2800.0,Heir
80,44,29,93.0,Owner
82,45,30,911.0,Heir
84,46,31,117.0,Owner
85,47,32,2405.0,Purchaser
88,48,32,2406.0,Purchaser
89,49,33,2459.0,Owner
90,50,34,1332.0,Purchaser
91,51,34,1333.0,Purchaser
94,52,35,1800.0,Purchaser
98,53,35,1801.0,Purchaser
101,54,35,1802.0,Purchaser
102,55,36,353.0,Owner
104,56,37,2472.0,Heir
106,57,37,2473.0,Heir
107,58,37,2474.0,Heir
108,59,38,2117.0,Heir
110,60,38,2118.0,Heir
115,61,39,3068.0,Owner
116,62,40,2423.0,Owner
117,63,41,611.0,Heir
118,64,41,612.0,Heir
119,65,41,613.0,Heir
121,66,41,614.0,Heir
122,67,42,8.0,Heir
128,68,43,1600.0,Owner
129,69,44,239.0,Owner
130,70,44,240.0,Owner
131,71,45,2491.0,Heir
139,72,46,1890.0,Heir
140,73,46,1891.0,Heir
141,74,46,1892.0,Heir
147,75,47,2613.0,Owner
148,76,48,2701.0,Purchaser
150,77,48,2702.0,Purchaser
152,78,49,158.0,Purchaser
153,79,49,159.0,Purchaser
154,80,49,160.0,Purchaser
155,81,49,161.0,Purchaser
156,82,50,2910.0,Owner
158,83,50,2911.0,Owner
162,84,50,2912.0,Owner
163,85,51,1922.0,Owner
164,86,52,992.0,Purchaser
165,87,53,493.0,Purchaser
166,88,54,819.0,Owner
167,89,55,1150.0,Purchaser
175,90,55,1151.0,Purchaser
176,91,55,1152.0,Purchaser
177,92,56,479.0,Owner
189,93,56,480.0,Owner
190,94,56,481.0,Owner
193,95,57,1150.0,Purchaser
201,96,57,1151.0,Purchaser
202,97,57,1152.0,Purchaser
203,98,58,2118.0,Purchaser
205,99,58,2119.0,Purchaser
207,100,59,1429.0,Owner
208,101,60,2941.0,Owner
209,102,61,512.0,Purchaser
210,103,62,2709.0,Purchaser
212,104,62,2710.0,Purchaser
214,105,63,2082.0,Owner
215,106,64,1108.0,Owner
217,107,65,2705.0,Purchaser
219,108,65,2706.0,Purchaser
221,109,66,270.0,Purchaser
225,110,67,1108.0,Owner
227,111,68,2198.0,Owner
228,112,69,2465.0,Purchaser
230,113,69,2466.0,Purchaser
231,114,69,2467.0,Purchaser
232,115,70,765.0,Purchaser
233,116,70,766.0,Purchaser
236,117,71,677.0,Owner
237,118,72,894.0,Purchaser
238,119,73,2997.0,Owner
242,120,73,2998.0,Owner
246,121,73,2999.0,Owner
275,122,74,2272.0,Purchaser
276,123,75,2793.0,Owner
277,124,76,2161.0,Owner
278,125,77,762.0,Purchaser
279,126,77,763.0,Purchaser
280,127,77,764.0,Purchaser
282,128,78,1314.0,Owner
283,129,79,2035.0,Owner
284,130,80,2385.0,Purchaser
285,131,81,39.0,Purchaser
289,132,82,1254.0,Owner
290,133,83,1254.0,Heir
291,134,84,732.0,Owner
297,135,84,733.0,Owner
298,136,84,734.0,Owner
299,137,84,735.0,Owner
304,138,84,736.0,Owner
307,139,85,1283.0,Owner
309,140,86,2147.0,Purchaser
310,141,86,2148.0,Purchaser
311,142,86,2149.0,Purchaser
313,143,87,2167.0,Owner
314,144,87,2168.0,Owner
315,145,88,2002.0,Owner
316,146,89,275.0,Purchaser
317,147,89,276.0,Purchaser
318,148,89,277.0,Purchaser
319,149,89,278.0,Purchaser
320,150,90,1942.0,Owner
321,151,90,1943.0,Owner
322,152,90,1944.0,Owner
358,153,91,636.0,Owner
376,154,92,2090.0,Heir
377,155,93,1423.0,Heir
379,156,93,1424.0,Heir
380,157,93,1425.0,Heir
381,158,94,332.0,Owner
382,159,95,873.0,Trustee
384,160,95,874.0,Trustee
385,161,95,875.0,Trustee
386,162,96,732.0,Owner
392,163,96,733.0,Owner
393,164,96,734.0,Owner
394,165,96,735.0,Owner
399,166,96,736.0,Owner
402,167,97,1283.0,Owner
404,168,98,1165.0,Purchaser
405,169,99,2190.0,Purchaser
406,170,100,1913.0,Owner
407,171,101,3115.0,Owner
408,172,102,118.0,Purchaser
410,173,102,119.0,Purchaser
412,174,103,2917.0,Purchaser
413,175,104,1624.0,Owner
414,176,105,766.0,Purchaser
415,177,106,1175.0,Owner
416,178,107,2390.0,Purchaser
418,179,107,2391.0,Purchaser
419,180,107,2392.0,Purchaser
420,181,108,2699.0,Owner
421,182,109,70.0,Owner
422,183,110,1600.0,Purchaser
423,184,110,1601.0,Purchaser
424,185,110,1602.0,Purchaser
426,186,111,1383.0,Owner
428,187,111,1384.0,Owner
429,188,112,2678.0,Owner
430,189,112,2679.0,Owner
431,190,113,1005.0,Purchaser
433,191,113,1006.0,Purchaser
434,192,113,1007.0,Purchaser
435,193,114,1258.0,Purchaser
436,194,115,72.0,Owner
437,195,115,73.0,Owner
438,196,115,74.0,Owner
439,197,115,75.0,Owner
443,198,115,76.0,Owner
446,199,116,1980.0,Purchaser
447,200,117,1332.0,Owner
448,201,117,1333.0,Owner
451,202,118,1802.0,Owner
454,203,119,1622.0,Purchaser
455,204,119,1623.0,Purchaser
456,205,119,1624.0,Purchaser
458,206,120,2188.0,Purchaser
460,207,120,2189.0,Purchaser
461,208,120,2190.0,Purchaser
462,209,121,2825.0,Owner
463,210,122,58.0,Owner
464,211,123,2065.0,Purchaser
465,212,124,2840.0,Owner
467,213,125,1141.0,Owner
468,214,126,553.0,Purchaser
472,215,126,554.0,Purchaser
475,216,126,555.0,Purchaser
476,217,127,2707.0,Purchaser
477,218,128,1054.0,Owner
478,219,129,2555.0,Purchaser
481,220,129,2556.0,Purchaser
482,221,130,510.0,Purchaser
483,222,130,511.0,Purchaser
485,223,130,512.0,Purchaser
486,224,131,1136.0,Owner
487,225,131,1137.0,Owner
488,226,132,3152.0,Owner
489,227,133,1434.0,Purchaser
490,228,134,905.0,Purchaser
491,229,135,553.0,Owner
495,230,135,554.0,Owner
498,231,135,555.0,Owner
499,232,136,2862.0,Purchaser
500,233,137,921.0,Purchaser
501,234,138,2389.0,Owner
503,235,139,942.0,Owner
505,236,140,805.0,Purchaser
509,237,141,114.0,Purchaser
510,238,142,2389.0,Owner
512,239,143,942.0,Owner
514,240,144,1929.0,Purchaser
515,241,145,1969.0,Purchaser
517,242,145,1970.0,Purchaser
518,243,145,1971.0,Purchaser
519,244,146,2693.0,Owner
520,245,147,2593.0,Owner
523,246,147,2594.0,Owner
526,247,148,1788.0,Purchaser
529,248,148,1789.0,Purchaser
530,249,149,51.0,Owner
531,250,149,52.0,Owner
535,251,149,53.0,Owner
536,252,149,54.0,Owner
543,253,150,123.0,Owner
547,254,150,124.0,Owner
549,255,151,433.0,Purchaser
553,256,152,443.0,Owner
555,257,153,2013.0,Owner
556,258,153,2014.0,Owner
557,259,153,2015.0,Owner
558,260,153,2016.0,Owner
560,261,154,1207.0,Heir
564,262,155,1071.0,Trustee
565,263,156,1303.0,Purchaser
567,264,156,1304.0,Purchaser
569,265,157,2308.0,Purchaser
570,266,158,1948.0,Owner
571,267,159,2167.0,Owner
572,268,159,2168.0,Owner
573,269,160,558.0,Purchaser
574,270,160,559.0,Purchaser
577,271,161,2599.0,Purchaser
579,272,161,2600.0,Purchaser
580,273,161,2601.0,Purchaser
581,274,162,379.0,Owner
585,275,162,380.0,Owner
587,276,162,381.0,Owner
590,277,163,2034.0,Owner
593,278,163,2035.0,Owner
594,279,164,1057.0,Purchaser
597,280,164,1058.0,Purchaser
598,281,164,1059.0,Purchaser
599,282,165,2180.0,Purchaser
601,283,165,2181.0,Purchaser
602,284,165,2182.0,Purchaser
604,285,166,1057.0,Owner
607,286,166,1058.0,Owner
608,287,166,1059.0,Owner
609,288,167,2180.0,Owner
611,289,167,2181.0,Owner
612,290,167,2182.0,Owner
614,291,168,2545.0,Purchaser
617,292,168,2546.0,Purchaser
618,293,169,1967.0,Purchaser
621,294,169,1968.0,Purchaser
622,295,170,2536.0,Owner
623,296,171,1593.0,Owner
624,297,172,1298.0,Heir
626,298,172,1299.0,Heir
627,299,173,890.0,Heir
628,300,173,891.0,Heir
629,301,173,892.0,Heir
630,302,174,2496.0,Owner
631,303,175,3094.0,Purchaser
632,304,175,3095.0,Purchaser
633,305,175,3096.0,Purchaser
634,306,175,3097.0,Purchaser
635,307,176,708.0,Purchaser
636,308,177,1383.0,Owner
638,309,177,1384.0,Owner
639,310,178,2678.0,Owner
640,311,178,2679.0,Owner
641,312,179,205.0,Purchaser
645,313,180,832.0,Purchaser
647,314,180,833.0,Purchaser
648,315,180,834.0,Purchaser
649,316,181,44.0,Owner
650,317,182,3125.0,Purchaser
653,318,182,3126.0,Purchaser
654,319,182,3127.0,Purchaser
655,320,182,3128.0,Purchaser
657,321,183,256.0,Owner
658,322,184,1175.0,Owner
659,323,185,1560.0,Purchaser
661,324,186,1560.0,Owner
663,325,187,1758.0,Purchaser
664,326,188,916.0,Owner
665,327,189,2667.0,Heir
667,328,189,2668.0,Heir
668,329,189,2669.0,Heir
669,330,190,633.0,Heir
673,331,191,2278.0,Trustee
674,332,192,1235.0,Purchaser
676,333,192,1236.0,Purchaser
678,334,193,2318.0,Owner
679,335,194,154.0,Purchaser
680,336,195,3110.0,Purchaser
681,337,196,1124.0,Owner
682,338,197,3008.0,Purchaser
684,339,197,3009.0,Purchaser
685,340,197,3010.0,Purchaser
686,341,198,2928.0,Purchaser
688,342,198,2929.0,Purchaser
689,343,198,2930.0,Purchaser
690,344,199,2905.0,Owner
691,345,200,1862.0,Purchaser
693,346,200,1863.0,Purchaser
695,347,201,2506.0,Purchaser
696,348,201,2507.0,Purchaser
697,349,201,2508.0,Purchaser
698,350,201,2509.0,Purchaser
699,351,202,2945.0,Owner
700,352,203,2141.0,Purchaser
701,353,204,2761.0,Purchaser
702,354,205,529.0,Owner
703,355,206,1491.0,Owner
704,356,207,1917.0,Purchaser
705,357,207,1918.0,Purchaser
707,358,207,1919.0,Purchaser
708,359,208,2750.0,Purchaser
709,360,209,1584.0,Owner
732,361,209,1585.0,Owner
735,362,209,1586.0,Owner
736,363,209,1587.0,Owner
737,364,209,1588.0,Owner
738,365,209,1589.0,Owner
740,366,209,1590.0,Owner
742,367,210,371.0,Owner
744,368,211,405.0,Purchaser
745,369,212,1827.0,Purchaser
749,370,213,3007.0,Purchaser
750,371,214,2240.0,Purchaser
751,372,215,574.0,Owner
752,373,216,54.0,Owner
753,374,217,507.0,Trustee
754,375,218,1399.0,Trustee
755,376,219,2296.0,Trustee
757,377,220,2888.0,Trustee
760,378,220,2889.0,Trustee
761,379,221,181.0,Owner
764,380,221,182.0,Owner
768,381,221,183.0,Owner
770,382,222,2934.0,Owner
771,383,222,2935.0,Owner
772,384,222,2936.0,Owner
773,385,222,2937.0,Owner
776,386,222,2938.0,Owner
780,387,223,696.0,Purchaser
783,388,223,697.0,Purchaser
784,389,224,2252.0,Purchaser
787,390,224,2253.0,Purchaser
788,391,225,1850.0,Owner
789,392,225,1851.0,Owner
792,393,225,1852.0,Owner
793,394,226,1301.0,Purchaser
794,395,226,1302.0,Purchaser
797,396,227,1113.0,Purchaser
799,397,227,1114.0,Purchaser
800,398,227,1115.0,Purchaser
801,399,228,1050.0,Owner
802,400,228,1051.0,Owner
803,401,229,3104.0,Owner
804,402,229,3105.0,Owner
805,403,230,1574.0,Purchaser
814,404,231,2666.0,Owner
816,405,232,140.0,Owner
817,406,233,449.0,Purchaser
818,407,234,749.0,Purchaser
821,408,234,750.0,Purchaser
822,409,235,2378.0,Owner
825,410,235,2379.0,Owner
843,411,236,2440.0,Owner
844,412,236,2441.0,Owner
845,413,236,2442.0,Owner
846,414,236,2443.0,Owner
864,415,237,378.0,Purchaser
869,416,237,379.0,Purchaser
873,417,238,72.0,Owner
874,418,238,73.0,Owner
875,419,238,74.0,Owner
876,420,238,75.0,Owner
880,421,238,76.0,Owner
883,422,239,172.0,Purchaser
884,423,239,173.0,Purchaser
887,424,240,716.0,Purchaser
888,425,241,2652.0,Owner
889,426,242,2680.0,Owner
890,427,242,2681.0,Owner
892,428,242,2682.0,Owner
894,429,243,1176.0,Purchaser
3344,430,243,1177.0,Purchaser
3348,431,243,1178.0,Purchaser
3351,432,244,1292.0,Owner
3353,433,244,1293.0,Owner
3354,434,245,1214.0,Purchaser
3399,435,245,1215.0,Purchaser
3404,436,245,1216.0,Purchaser
3406,437,245,1217.0,Purchaser
3407,438,246,657.0,Owner
3408,439,247,1815.0,Owner
3409,440,248,2.0,Purchaser
3410,441,249,2666.0,Owner
3412,442,250,130.0,Owner
3413,443,251,482.0,Purchaser
3414,444,252,1436.0,Owner
3415,445,253,1285.0,Owner
3416,446,254,1176.0,Purchaser
5866,447,254,1177.0,Purchaser
5870,448,254,1178.0,Purchaser
5873,449,255,1049.0,Owner
5874,450,256,2050.0,Owner
5875,451,257,1176.0,Purchaser
8325,452,257,1177.0,Purchaser
8329,453,257,1178.0,Purchaser
8332,454,258,8.0,Owner
8338,455,259,882.0,Owner
8339,456,260,105.0,Purchaser
8340,457,261,2546.0,Owner
8341,458,262,2216.0,Owner
8342,459,263,1459.0,Purchaser
8346,460,264,699.0,Purchaser
8347,461,264,700.0,Purchaser
8350,462,265,2727.0,Owner
8351,463,265,2728.0,Owner
8352,464,266,669.0,Owner
8353,465,267,336.0,Purchaser
8355,466,267,337.0,Purchaser
8356,467,267,338.0,Purchaser
8357,468,268,2266.0,Owner
8358,469,269,1910.0,Owner
8359,470,270,1390.0,Purchaser
8361,471,271,896.0,Owner
8368,472,271,897.0,Owner
8369,473,271,898.0,Owner
8370,474,272,1689.0,Owner
8372,475,272,1690.0,Owner
8376,476,272,1691.0,Owner
8378,477,273,1390.0,Purchaser
8379,478,273,1391.0,Purchaser
8380,479,273,1392.0,Purchaser
8382,480,273,1393.0,Purchaser
8383,481,273,1394.0,Purchaser
8387,482,273,1395.0,Purchaser
8388,483,273,1396.0,Purchaser
8389,484,274,1045.0,Owner
8390,485,274,1046.0,Owner
8391,486,275,2116.0,Heir
8393,487,275,2117.0,Heir
8395,488,276,2610.0,Owner
8396,489,276,2611.0,Owner
8397,490,276,2612.0,Owner
8398,491,276,2613.0,Owner
8405,492,277,2486.0,Purchaser
8409,493,278,1976.0,Purchaser
8410,494,279,1185.0,Owner
8411,495,280,2588.0,Owner
8412,496,281,203.0,Purchaser
8415,497,281,204.0,Purchaser
8416,498,282,3145.0,Purchaser
8420,499,283,,-
8421,500,284,2232.0,Owner
8422,501,284,2233.0,Owner
8423,502,285,1065.0,Owner
8425,503,286,1625.0,Purchaser
8426,504,286,1626.0,Purchaser
8427,505,286,1627.0,Purchaser
8431,506,287,1631.0,Purchaser
8433,507,287,1632.0,Purchaser
8434,508,287,1633.0,Purchaser
8435,509,288,332.0,Owner
8446,510,288,333.0,Owner
8447,511,288,334.0,Owner
8451,512,289,786.0,Owner
8452,513,289,787.0,Owner
8453,514,290,2437.0,Purchaser
8454,515,290,2438.0,Purchaser
8456,516,290,2439.0,Purchaser
8457,517,291,2439.0,Purchaser
8460,518,291,2440.0,Purchaser
8461,519,292,332.0,Owner
8472,520,292,333.0,Owner
8473,521,292,334.0,Owner
8477,522,293,786.0,Owner
8478,523,293,787.0,Owner
8479,524,294,239.0,Purchaser
8480,525,295,2489.0,Owner
8481,526,296,2147.0,Owner
8482,527,297,1870.0,Purchaser
8483,528,297,1871.0,Purchaser
8484,529,297,1872.0,Purchaser
8486,530,298,822.0,Purchaser
8489,531,298,823.0,Purchaser
8490,532,299,1235.0,Owner
8491,533,300,2621.0,Owner
8492,534,301,1065.0,Purchaser
8494,535,302,2232.0,Purchaser
8495,536,302,2233.0,Purchaser
8496,537,303,1228.0,Owner
8499,538,303,1229.0,Owner
8500,539,304,1560.0,Owner
8501,540,305,1625.0,Purchaser
8502,541,305,1626.0,Purchaser
8503,542,305,1627.0,Purchaser
8507,543,306,1629.0,Purchaser
8508,544,306,1630.0,Purchaser
8509,545,307,1926.0,Owner
8510,546,308,1786.0,Purchaser
8512,547,308,1787.0,Purchaser
8514,548,309,2727.0,Owner
8515,549,309,2728.0,Owner
8516,550,310,339.0,Purchaser
8517,551,311,2345.0,Owner
8518,552,312,1214.0,Purchaser
8563,553,312,1215.0,Purchaser
8568,554,312,1216.0,Purchaser
8570,555,312,1217.0,Purchaser
8571,556,313,1115.0,Owner
8572,557,314,1809.0,Purchaser
8576,558,315,2682.0,Owner
8577,559,316,1681.0,Owner
8578,560,317,1639.0,Purchaser
8579,561,318,315.0,Purchaser
8580,562,319,2921.0,Owner
8581,563,320,2554.0,Purchaser
8584,564,320,2555.0,Purchaser
8587,565,321,1792.0,Owner
8588,566,322,2533.0,Purchaser
8591,567,322,2534.0,Purchaser
8592,568,323,1245.0,Purchaser
8596,569,324,1942.0,Owner
8597,570,324,1943.0,Owner
8598,571,324,1944.0,Owner
8634,572,325,628.0,Owner
8635,573,326,2456.0,Purchaser
8636,574,326,2457.0,Purchaser
8637,575,326,2458.0,Purchaser
8638,576,327,2502.0,Purchaser
8641,577,327,2503.0,Purchaser
8643,578,328,136.0,Owner
8652,579,328,137.0,Owner
8654,580,328,138.0,Owner
8655,581,328,139.0,Owner
8658,582,329,2211.0,Owner
8659,583,329,2212.0,Owner
8660,584,329,2213.0,Owner
8661,585,329,2214.0,Owner
8675,586,330,1887.0,Purchaser
8677,587,330,1888.0,Purchaser
8679,588,331,2128.0,Owner
8680,589,331,2129.0,Owner
8681,590,331,2130.0,Owner
8689,591,332,736.0,Owner
8690,592,332,737.0,Owner
8693,593,332,738.0,Owner
8697,594,332,739.0,Owner
8698,595,333,2658.0,Purchaser
8699,596,334,70.0,Owner
8700,597,335,434.0,Purchaser
8701,598,336,1259.0,Purchaser
8704,599,336,1260.0,Purchaser
8705,600,337,381.0,Owner
8707,601,338,1538.0,Owner
8708,602,338,1539.0,Owner
8709,603,339,387.0,Purchaser
8710,604,340,1364.0,Owner
8711,605,341,2177.0,Owner
8713,606,342,2697.0,Purchaser
8714,607,342,2698.0,Purchaser
8715,608,342,2699.0,Purchaser
8721,609,343,3111.0,Purchaser
8723,610,344,2177.0,Owner
8725,611,345,2697.0,Purchaser
8726,612,345,2698.0,Purchaser
8727,613,345,2699.0,Purchaser
8733,614,346,3111.0,Purchaser
8735,615,347,1619.0,Owner
8736,616,348,2162.0,Owner
8737,617,349,265.0,Purchaser
8740,618,349,266.0,Purchaser
8741,619,350,454.0,Owner
8742,620,351,1790.0,Purchaser
8745,621,351,1791.0,Purchaser
8746,622,352,142.0,Purchaser
8747,623,352,143.0,Purchaser
8748,624,352,144.0,Purchaser
8749,625,352,145.0,Purchaser
8750,626,353,3080.0,Owner
8752,627,353,3081.0,Owner
8756,628,354,3001.0,Purchaser
8757,629,355,530.0,Purchaser
8758,630,356,1758.0,Owner
8759,631,357,3019.0,Owner
8760,632,358,2534.0,Purchaser
8763,633,358,2535.0,Purchaser
8764,634,359,1246.0,Purchaser
8765,635,359,1247.0,Purchaser
8766,636,359,1248.0,Purchaser
8768,637,360,827.0,Owner
8769,638,361,2907.0,Purchaser
8771,639,361,2908.0,Purchaser
8772,640,361,2909.0,Purchaser
8775,641,361,2910.0,Purchaser
8777,642,362,2383.0,Purchaser
8778,643,363,794.0,Owner
8780,644,364,346.0,Purchaser
8782,645,365,3019.0,Owner
8783,646,366,181.0,Owner
8784,647,367,1337.0,Purchaser
8786,648,367,1338.0,Purchaser
8788,649,368,1460.0,Purchaser
8789,650,368,1461.0,Purchaser
8790,651,368,1462.0,Purchaser
8791,652,368,1463.0,Purchaser
8792,653,368,1464.0,Purchaser
8793,654,368,1465.0,Purchaser
8794,655,368,1466.0,Purchaser
8796,656,369,2011.0,Owner
8798,657,370,812.0,Purchaser
8799,658,371,1785.0,Purchaser
8800,659,372,2011.0,Owner
8802,660,373,2490.0,Purchaser
8806,661,374,249.0,Purchaser
8809,662,374,250.0,Purchaser
8810,663,375,2677.0,Owner
8811,664,376,1672.0,Purchaser
8814,665,376,1673.0,Purchaser
8815,666,377,1410.0,Owner
8816,667,378,2638.0,Owner
8817,668,378,2639.0,Owner
8819,669,378,2640.0,Owner
8820,670,379,2596.0,Purchaser
8821,671,380,1451.0,Owner
8822,672,381,58.0,Owner
8823,673,382,1256.0,Purchaser
8824,674,382,1257.0,Purchaser
8825,675,382,1258.0,Purchaser
8827,676,383,473.0,Owner
8828,677,384,2120.0,Owner
8829,678,385,1942.0,Purchaser
8830,679,385,1943.0,Purchaser
8831,680,385,1944.0,Purchaser
8867,681,386,254.0,Owner
8868,682,387,757.0,Purchaser
8869,683,387,758.0,Purchaser
8870,684,387,759.0,Purchaser
8872,685,388,896.0,Owner
8879,686,388,897.0,Owner
8880,687,388,898.0,Owner
8881,688,389,1689.0,Owner
8883,689,389,1690.0,Owner
8887,690,389,1691.0,Owner
8889,691,390,996.0,Purchaser
8895,692,390,997.0,Purchaser
8897,693,391,2450.0,Purchaser
8898,694,391,2451.0,Purchaser
8899,695,392,2954.0,Owner
8900,696,393,2256.0,Owner
8901,697,394,2557.0,Purchaser
8902,698,395,1087.0,Purchaser
8903,699,396,790.0,Owner
8904,700,397,1007.0,Owner
8908,701,397,1008.0,Owner
8910,702,398,1600.0,Purchaser
8911,703,399,489.0,Purchaser
8912,704,399,490.0,Purchaser
8913,705,399,491.0,Purchaser
8914,706,400,633.0,Owner
8916,707,401,1942.0,Owner
8917,708,401,1943.0,Owner
8918,709,401,1944.0,Owner
8954,710,402,2521.0,Purchaser
8955,711,403,1776.0,Purchaser
8956,712,404,2299.0,Owner
8957,713,405,101.0,Owner
8958,714,406,1669.0,Purchaser
8959,715,406,1670.0,Purchaser
8962,716,407,181.0,Owner
8965,717,407,182.0,Owner
8969,718,407,183.0,Owner
8971,719,408,2934.0,Owner
8972,720,408,2935.0,Owner
8973,721,408,2936.0,Owner
8974,722,408,2937.0,Owner
8977,723,408,2938.0,Owner
8981,724,409,2865.0,Purchaser
8982,725,409,2866.0,Purchaser
8983,726,409,2867.0,Purchaser
8985,727,410,571.0,Purchaser
8989,728,411,1081.0,Owner
8990,729,412,497.0,Purchaser
8993,730,412,498.0,Purchaser
8994,731,413,1543.0,Purchaser
8997,732,413,1544.0,Purchaser
8998,733,414,1804.0,Owner
8999,734,415,2176.0,Owner
9000,735,416,1868.0,Purchaser
9001,736,416,1869.0,Purchaser
9002,737,416,1870.0,Purchaser
9007,738,417,1986.0,Purchaser
9009,739,418,2897.0,Owner
9010,740,419,437.0,Trustee
9013,741,419,438.0,Trustee
9017,742,419,439.0,Trustee
9018,743,420,930.0,Trustee
9021,744,421,616.0,Owner
9022,745,422,926.0,Owner
9023,746,423,587.0,Purchaser
9024,747,423,588.0,Purchaser
9027,748,424,1338.0,Purchaser
9031,749,425,2373.0,Owner
9032,750,426,2753.0,Purchaser
9033,751,427,1106.0,Purchaser
9034,752,428,260.0,Owner
9035,753,429,1456.0,Purchaser
9039,754,430,1035.0,Purchaser
9042,755,430,1036.0,Purchaser
9044,756,431,1276.0,Owner
9045,757,432,1883.0,Heir
9046,758,432,1884.0,Heir
9047,759,432,1885.0,Heir
9049,760,433,1049.0,Owner
9050,761,434,68.0,Owner
9051,762,434,69.0,Owner
9053,763,435,3130.0,Purchaser
9054,764,436,2399.0,Owner
9055,765,437,2863.0,Purchaser
9058,766,437,2864.0,Purchaser
9059,767,438,2722.0,Purchaser
9062,768,438,2723.0,Purchaser
9063,769,439,1481.0,Owner
9064,770,440,2385.0,Purchaser
9065,771,441,2978.0,Owner
9067,772,441,2979.0,Owner
9068,773,441,2980.0,Owner
9069,774,441,2981.0,Owner
9071,775,441,2982.0,Owner
9079,776,442,293.0,Owner
9082,777,443,1333.0,Purchaser
9083,778,444,1800.0,Purchaser
9087,779,444,1801.0,Purchaser
9090,780,444,1802.0,Purchaser
9091,781,445,1069.0,Owner
9092,782,445,1070.0,Owner
9093,783,446,68.0,Owner
9094,784,446,69.0,Owner
9096,785,447,2402.0,Purchaser
9097,786,448,2654.0,Owner
9098,787,448,2655.0,Owner
9099,788,448,2656.0,Owner
9100,789,449,1713.0,Owner
9101,790,449,1714.0,Owner
9102,791,449,1715.0,Owner
9103,792,450,3130.0,Purchaser
9104,793,451,1204.0,Purchaser
9105,794,451,1205.0,Purchaser
9106,795,451,1206.0,Purchaser
9108,796,452,2381.0,Owner
9109,797,452,2382.0,Owner
9110,798,452,2383.0,Owner
9115,799,453,2304.0,Owner
9116,800,454,652.0,Owner
9118,801,455,708.0,Owner
9120,802,456,1552.0,Purchaser
9121,803,457,2185.0,Purchaser
9122,804,457,2186.0,Purchaser
9123,805,457,2187.0,Purchaser
9124,806,457,2188.0,Purchaser
9125,807,458,2515.0,Owner
9126,808,458,2516.0,Owner
9127,809,458,2517.0,Owner
9128,810,458,2518.0,Owner
9129,811,459,3011.0,Owner
9130,812,459,3012.0,Owner
9133,813,460,2827.0,Purchaser
9134,814,460,2828.0,Purchaser
9135,815,460,2829.0,Purchaser
9137,816,461,726.0,Purchaser
9139,817,461,727.0,Purchaser
9141,818,462,2968.0,Owner
9142,819,463,37.0,Owner
9143,820,464,2652.0,Purchaser
9144,821,465,818.0,Purchaser
9145,822,466,750.0,Owner
9146,823,467,502.0,Owner
9147,824,467,503.0,Owner
9148,825,468,456.0,Purchaser
9149,826,469,1747.0,Purchaser
9150,827,470,465.0,Owner
9151,828,471,1825.0,Heir
9155,829,472,256.0,Owner
9156,830,473,2209.0,Purchaser
9159,831,473,2210.0,Purchaser
9160,832,474,2930.0,Purchaser
9162,833,474,2931.0,Purchaser
9164,834,475,1667.0,Owner
9165,835,476,8.0,Heir
9171,836,477,2060.0,Heir
9172,837,478,534.0,Owner 
9174,838,479,3016.0,Purchaser
9178,839,480,1779.0,Purchaser
9181,840,480,1780.0,Purchaser
9184,841,480,1781.0,Purchaser
9185,842,481,3130.0,Owner 
9186,843,482,2056.0,Owner 
9187,844,483,1365.0,Purchaser
9188,845,483,1366.0,Purchaser
9191,846,484,1569.0,Owner 
9192,847,485,2515.0,Owner 
9193,848,486,2974.0,Purchaser
9197,849,487,1847.0,Purchaser
9199,850,487,1848.0,Purchaser
9201,851,488,376.0,Owner 
9202,852,489,952.0,Owner 
9203,853,490,436.0,Purchaser
9204,854,491,1538.0,Purchaser
9205,855,491,1539.0,Purchaser
9206,856,492,802.0,Owner
9207,857,493,3122.0,Owner
9208,858,494,147.0,Heir
9210,859,494,148.0,Heir
9212,860,495,2836.0,Owner
9213,861,496,2417.0,Owner
9214,862,497,2837.0,Heir
9218,863,498,1656.0,Heir
9220,864,498,1657.0,Heir
